Player,MP-Standard Stats,Starts-Standard Stats,Min-Standard Stats,90s-Standard Stats,Gls-Standard Stats,Ast-Standard Stats,G+A-Standard Stats,G-PK-Standard Stats,PK-Standard Stats,PKatt-Standard Stats,CrdY-Standard Stats,CrdR-Standard Stats,xG-Standard Stats,npxG-Standard Stats,xAG-Standard Stats,npxG+xAG-Standard Stats,PrgC-Standard Stats,PrgP-Standard Stats,PrgR-Standard Stats,Gls.1-Standard Stats,Ast.1-Standard Stats,G+A.1-Standard Stats,G-PK.1-Standard Stats,G+A-PK-Standard Stats,xG.1-Standard Stats,xAG.1-Standard Stats,xG+xAG-Standard Stats,npxG.1-Standard Stats,npxG+xAG.1-Standard Stats,90s-Miscellaneous Stats,CrdY-Miscellaneous Stats,CrdR-Miscellaneous Stats,2CrdY-Miscellaneous Stats,Fls-Miscellaneous Stats,Fld-Miscellaneous Stats,Off-Miscellaneous Stats,Crs-Miscellaneous Stats,Int-Miscellaneous Stats,TklW-Miscellaneous Stats,PKwon-Miscellaneous Stats,PKcon-Miscellaneous Stats,OG-Miscellaneous Stats,Recov-Miscellaneous Stats,Won-Miscellaneous Stats,Lost-Miscellaneous Stats,Won%-Miscellaneous Stats,90s-Shooting,Gls-Shooting,Sh-Shooting,SoT-Shooting,SoT%-Shooting,Sh/90-Shooting,SoT/90-Shooting,G/Sh-Shooting,G/SoT-Shooting,Dist-Shooting,FK-Shooting,PK-Shooting,PKatt-Shooting,xG-Shooting,npxG-Shooting,npxG/Sh-Shooting,G-xG-Shooting,np:G-xG-Shooting,90s-Goal and Shot Creation,SCA-Goal and Shot Creation,SCA90-Goal and Shot Creation,PassLive-Goal and Shot Creation,PassDead-Goal and Shot Creation,TO-Goal and Shot Creation,Sh-Goal and Shot Creation,Fld-Goal and Shot Creation,Def-Goal and Shot Creation,GCA-Goal and Shot Creation,GCA90-Goal and Shot Creation,PassLive.1-Goal and Shot Creation,PassDead.1-Goal and Shot Creation,TO.1-Goal and Shot Creation,Sh.1-Goal and Shot Creation,Fld.1-Goal and Shot Creation,Def.1-Goal and Shot Creation,90s-Passing,Cmp-Passing,Att-Passing,Cmp%-Passing,TotDist-Passing,PrgDist-Passing,Cmp.1-Passing,Att.1-Passing,Cmp%.1-Passing,Cmp.2-Passing,Att.2-Passing,Cmp%.2-Passing,Cmp.3-Passing,Att.3-Passing,Cmp%.3-Passing,Ast-Passing,xAG-Passing,xA-Passing,A-xAG-Passing,KP-Passing,1/3-Passing,PPA-Passing,CrsPA-Passing,PrgP-Passing,90s-Pass Types,Att-Pass Types,Live-Pass Types,Dead-Pass Types,FK-Pass Types,TB-Pass Types,Sw-Pass Types,Crs-Pass Types,TI-Pass Types,CK-Pass Types,In-Pass Types,Out-Pass Types,Str-Pass Types,Cmp-Pass Types,Off-Pass Types,Blocks-Pass Types,MP-Playing Time,Min-Playing Time,Mn/MP-Playing Time,Min%-Playing Time,90s-Playing Time,Starts-Playing Time,Mn/Start-Playing Time,Compl-Playing Time,Subs-Playing Time,Mn/Sub-Playing Time,unSub-Playing Time,PPM-Playing Time,onG-Playing Time,onGA-Playing Time,+/--Playing Time,+/-90-Playing Time,On-Off-Playing Time,onxG-Playing Time,onxGA-Playing Time,xG+/--Playing Time,xG+/-90-Playing Time,On-Off.1-Playing Time,90s-Defensive Actions,Tkl-Defensive Actions,TklW-Defensive Actions,Def 3rd-Defensive Actions,Mid 3rd-Defensive Actions,Att 3rd-Defensive Actions,Tkl.1-Defensive Actions,Att-Defensive Actions,Tkl%-Defensive Actions,Lost-Defensive Actions,Blocks-Defensive Actions,Sh-Defensive Actions,Pass-Defensive Actions,Int-Defensive Actions,Tkl+Int-Defensive Actions,Clr-Defensive Actions,Err-Defensive Actions
Lucas Piton,20.0,15.0,1328.0,14.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.8,2.4,49.0,60.0,104.0,0.0,0.2,0.2,0.0,0.2,0.05,0.12,0.17,0.05,0.17,14.8,1,0,0,23,11,0,63,28,14,0.0,0.0,0,65.0,24.0,31.0,43.6,14.8,0,10,1,10.0,0.68,0.07,0.0,0.0,21.8,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,14.8,28.0,1.9,23.0,3.0,0.0,2.0,0.0,0.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,14.8,635.0,816.0,77.8,10389.0,3295.0,324.0,373.0,86.9,260.0,316.0,82.3,41.0,93.0,44.1,3,1.8,1.2,1.2,20.0,62.0,15.0,12.0,60.0,14.8,816.0,664.0,151.0,15.0,0.0,1.0,63,127.0,9.0,0.0,9.0,0.0,635.0,1.0,17.0,20.0,1328.0,66.0,38.8,14.8,15.0,82.0,10.0,5.0,19.0,11,1.4,15.0,19.0,-4.0,-0.27,-0.44,16.1,20.4,-4.4,-0.3,-0.04,14.8,24.0,14,9.0,10.0,5.0,12.0,31.0,38.7,19.0,12.0,4.0,8.0,28,52,32.0,0.0
Léo Natel,31.0,14.0,1316.0,14.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.3,3.3,1.9,5.2,58.0,40.0,160.0,0.27,0.07,0.34,0.27,0.34,0.23,0.13,0.35,0.23,0.35,14.6,3,0,0,46,15,11,54,8,15,1.0,0.0,0,54.0,17.0,43.0,28.3,14.6,4,38,14,36.8,2.6,0.96,0.11,0.29,21.5,1.0,0,0,3.3,3.3,0.09,0.7,0.7,14.6,38.0,2.6,27.0,0.0,6.0,1.0,2.0,2.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,14.6,305.0,471.0,64.8,4447.0,1023.0,183.0,233.0,78.5,94.0,143.0,65.7,16.0,41.0,39.0,1,1.9,1.9,-0.9,18.0,15.0,14.0,2.0,40.0,14.6,471.0,445.0,24.0,1.0,1.0,2.0,54,6.0,4.0,3.0,0.0,1.0,305.0,2.0,26.0,31.0,1316.0,42.0,38.5,14.6,14.0,69.0,2.0,17.0,20.0,3,1.42,17.0,17.0,0.0,0.0,0.0,17.0,18.7,-1.6,-0.11,0.26,14.6,26.0,15,6.0,15.0,5.0,13.0,39.0,33.3,26.0,17.0,1.0,16.0,8,34,13.0,0.0
Bruno Méndez,16.0,14.0,1295.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.3,0.5,0.9,12.0,47.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,14.4,3,1,0,16,2,0,2,27,8,0.0,1.0,0,56.0,46.0,36.0,56.1,14.4,0,7,1,14.3,0.49,0.07,0.0,0.0,12.2,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,14.4,7.0,0.49,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,465.0,606.0,76.7,9237.0,3796.0,148.0,179.0,82.7,259.0,301.0,86.0,54.0,113.0,47.8,0,0.5,0.4,-0.5,3.0,41.0,2.0,0.0,47.0,14.4,606.0,575.0,28.0,22.0,1.0,6.0,2,5.0,0.0,0.0,0.0,0.0,465.0,3.0,5.0,16.0,1295.0,81.0,37.9,14.4,14.0,88.0,12.0,2.0,30.0,18,1.47,19.0,19.0,0.0,0.0,0.0,18.3,20.5,-2.2,-0.15,0.19,14.4,20.0,8,13.0,6.0,1.0,13.0,18.0,72.2,5.0,13.0,9.0,4.0,27,47,52.0,0.0
Mateus Vital,25.0,14.0,1218.0,13.5,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,2.2,2.2,0.5,2.8,31.0,51.0,88.0,0.3,0.0,0.3,0.3,0.3,0.17,0.04,0.21,0.17,0.21,13.5,3,0,0,17,35,2,28,10,14,0.0,0.0,0,103.0,13.0,32.0,28.9,13.5,4,27,17,63.0,2.0,1.26,0.15,0.24,19.0,0.0,0,0,2.2,2.2,0.08,1.8,1.8,13.5,37.0,2.73,29.0,0.0,4.0,1.0,3.0,0.0,4.0,0.3,3.0,0.0,1.0,0.0,0.0,0.0,13.5,383.0,472.0,81.1,5545.0,1359.0,239.0,265.0,90.2,119.0,145.0,82.1,19.0,39.0,48.7,0,0.5,0.7,-0.5,13.0,29.0,14.0,3.0,51.0,13.5,472.0,444.0,25.0,8.0,1.0,1.0,28,5.0,9.0,5.0,1.0,0.0,383.0,3.0,10.0,25.0,1218.0,49.0,35.6,13.5,14.0,67.0,1.0,11.0,26.0,8,1.28,19.0,19.0,0.0,0.0,0.0,16.8,20.9,-4.2,-0.31,-0.06,13.5,20.0,14,8.0,10.0,2.0,5.0,21.0,23.8,16.0,11.0,0.0,11.0,10,30,3.0,0.0
Danilo Avelar,13.0,13.0,1164.0,12.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.7,0.7,0.2,0.9,15.0,90.0,3.0,0.15,0.0,0.15,0.15,0.15,0.05,0.02,0.07,0.05,0.07,12.9,4,1,1,20,5,0,1,20,4,0.0,0.0,0,54.0,24.0,22.0,52.2,12.9,2,11,8,72.7,0.85,0.62,0.18,0.25,15.6,0.0,0,0,0.7,0.7,0.06,1.3,1.3,12.9,18.0,1.39,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,766.0,837.0,91.5,15117.0,6405.0,241.0,254.0,94.9,455.0,479.0,95.0,68.0,96.0,70.8,0,0.2,0.4,-0.2,4.0,89.0,4.0,0.0,90.0,12.9,837.0,811.0,25.0,21.0,0.0,6.0,1,4.0,0.0,0.0,0.0,0.0,766.0,1.0,3.0,13.0,1164.0,90.0,34.0,12.9,13.0,90.0,12.0,0.0,,0,1.15,15.0,16.0,-1.0,-0.08,-0.12,14.1,19.9,-5.8,-0.45,-0.27,12.9,8.0,4,5.0,2.0,1.0,3.0,9.0,33.3,6.0,13.0,10.0,3.0,20,28,45.0,0.0
Ángelo Araos,15.0,12.0,800.0,8.9,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,1.7,3.1,21.0,23.0,60.0,0.11,0.45,0.56,0.11,0.56,0.15,0.2,0.34,0.15,0.34,8.9,3,0,0,20,25,1,17,9,3,0.0,0.0,0,34.0,10.0,19.0,34.5,8.9,1,17,5,29.4,1.91,0.56,0.06,0.2,21.8,0.0,0,0,1.3,1.3,0.08,-0.3,-0.3,8.9,33.0,3.72,19.0,0.0,8.0,2.0,3.0,1.0,5.0,0.56,3.0,0.0,1.0,1.0,0.0,0.0,8.9,217.0,299.0,72.6,3339.0,567.0,115.0,147.0,78.2,77.0,97.0,79.4,13.0,22.0,59.1,4,1.7,0.7,2.3,13.0,24.0,6.0,1.0,23.0,8.9,299.0,290.0,7.0,1.0,2.0,1.0,17,0.0,5.0,2.0,3.0,0.0,217.0,2.0,8.0,15.0,800.0,53.0,23.4,8.9,12.0,61.0,1.0,3.0,22.0,10,1.13,16.0,15.0,1.0,0.11,0.15,12.2,13.8,-1.6,-0.19,0.11,8.9,6.0,3,2.0,3.0,1.0,3.0,13.0,23.1,10.0,6.0,1.0,5.0,9,15,4.0,0.0
Luan Vieira,22.0,11.0,1103.0,12.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.5,2.5,1.5,4.0,23.0,75.0,83.0,0.16,0.08,0.24,0.16,0.24,0.21,0.12,0.33,0.21,0.33,12.3,2,0,0,17,15,0,44,0,17,0.0,0.0,0,54.0,7.0,26.0,21.2,12.3,2,25,9,36.0,2.04,0.73,0.08,0.22,20.7,1.0,0,0,2.5,2.5,0.1,-0.5,-0.5,12.3,44.0,3.59,31.0,4.0,4.0,4.0,1.0,0.0,4.0,0.33,2.0,1.0,0.0,0.0,1.0,0.0,12.3,481.0,613.0,78.5,7567.0,1758.0,271.0,309.0,87.7,147.0,179.0,82.1,44.0,81.0,54.3,1,1.5,1.4,-0.5,23.0,51.0,14.0,2.0,75.0,12.3,613.0,565.0,44.0,18.0,2.0,3.0,44,5.0,20.0,5.0,13.0,2.0,481.0,4.0,8.0,22.0,1103.0,50.0,32.3,12.3,11.0,76.0,3.0,11.0,24.0,10,1.32,10.0,12.0,-2.0,-0.16,-0.24,12.8,19.3,-6.5,-0.53,-0.38,12.3,21.0,17,3.0,15.0,3.0,10.0,26.0,38.5,16.0,19.0,2.0,17.0,0,21,2.0,0.0
Juan Cazares,20.0,10.0,1086.0,12.1,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,3.9,5.4,23.0,81.0,77.0,0.17,0.41,0.58,0.17,0.58,0.12,0.33,0.45,0.12,0.45,12.1,1,0,0,12,10,0,41,7,4,0.0,0.0,0,49.0,3.0,11.0,21.4,12.1,2,26,9,34.6,2.15,0.75,0.08,0.22,25.4,2.0,0,0,1.5,1.5,0.06,0.5,0.5,12.1,54.0,4.48,42.0,5.0,4.0,1.0,0.0,2.0,8.0,0.66,6.0,0.0,2.0,0.0,0.0,0.0,12.1,427.0,560.0,76.3,7179.0,2256.0,219.0,256.0,85.5,150.0,189.0,79.4,49.0,82.0,59.8,5,3.9,2.7,1.1,28.0,58.0,22.0,3.0,81.0,12.1,560.0,507.0,48.0,13.0,5.0,4.0,41,4.0,28.0,15.0,3.0,1.0,427.0,5.0,11.0,20.0,1086.0,54.0,31.8,12.1,10.0,79.0,2.0,10.0,30.0,0,1.65,15.0,12.0,3.0,0.25,0.36,14.4,15.9,-1.5,-0.12,0.22,12.1,8.0,4,2.0,2.0,4.0,1.0,17.0,5.9,16.0,9.0,0.0,9.0,7,15,0.0,0.0
Xavier,18.0,9.0,848.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.0,1.1,5.0,34.0,7.0,0.0,0.11,0.11,0.0,0.11,0.02,0.1,0.12,0.02,0.12,9.4,4,0,0,24,10,0,4,13,12,0.0,0.0,0,55.0,14.0,13.0,51.9,9.4,0,3,1,33.3,0.32,0.11,0.0,0.0,15.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,9.4,14.0,1.49,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,9.4,258.0,325.0,79.4,4521.0,1466.0,116.0,143.0,81.1,119.0,133.0,89.5,18.0,30.0,60.0,1,1.0,0.4,0.0,7.0,28.0,4.0,0.0,34.0,9.4,325.0,316.0,6.0,6.0,2.0,6.0,4,0.0,0.0,0.0,0.0,0.0,258.0,3.0,6.0,18.0,848.0,47.0,24.8,9.4,9.0,78.0,5.0,9.0,16.0,15,1.78,12.0,13.0,-1.0,-0.11,-0.14,12.1,14.2,-2.0,-0.22,0.07,9.4,16.0,12,7.0,7.0,2.0,10.0,19.0,52.6,9.0,10.0,6.0,4.0,13,29,31.0,0.0
Éderson,16.0,8.0,709.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.7,8.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,7.9,1,0,0,13,15,0,2,18,10,0.0,0.0,0,51.0,13.0,8.0,61.9,7.9,0,10,3,30.0,1.27,0.38,0.0,0.0,26.6,1.0,0,0,0.7,0.7,0.07,-0.7,-0.7,7.9,10.0,1.27,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,257.0,305.0,84.3,4001.0,1116.0,145.0,164.0,88.4,87.0,100.0,87.0,17.0,24.0,70.8,0,0.1,0.2,-0.1,2.0,12.0,4.0,0.0,24.0,7.9,305.0,302.0,3.0,3.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,257.0,0.0,6.0,16.0,709.0,44.0,20.7,7.9,8.0,71.0,2.0,8.0,18.0,7,1.31,10.0,11.0,-1.0,-0.13,-0.16,9.6,10.4,-0.8,-0.1,0.22,7.9,15.0,10,5.0,9.0,1.0,8.0,22.0,36.4,14.0,11.0,1.0,10.0,18,33,10.0,0.0
Jemerson,7.0,7.0,624.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,6.9,0,0,0,12,2,0,0,19,4,0.0,0.0,0,22.0,25.0,13.0,65.8,6.9,0,3,1,33.3,0.43,0.14,0.0,0.0,13.0,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,6.9,5.0,0.72,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,251.0,298.0,84.2,4823.0,2105.0,86.0,94.0,91.5,136.0,151.0,90.1,27.0,47.0,57.4,0,0.1,0.1,-0.1,2.0,30.0,2.0,0.0,29.0,6.9,298.0,288.0,10.0,10.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,2.0,7.0,624.0,89.0,18.2,6.9,7.0,89.0,6.0,0.0,,2,1.57,10.0,5.0,5.0,0.72,0.88,7.0,8.5,-1.6,-0.23,0.05,6.9,8.0,4,7.0,1.0,0.0,4.0,4.0,100.0,0.0,3.0,2.0,1.0,19,27,24.0,0.0
Marllon Borges,11.0,7.0,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.0,0.7,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.11,6.7,0,1,0,8,2,0,0,6,1,0.0,0.0,0,29.0,16.0,10.0,61.5,6.7,0,3,1,33.3,0.45,0.15,0.0,0.0,6.2,0.0,0,0,0.7,0.7,0.22,-0.7,-0.7,6.7,2.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,138.0,186.0,74.2,2582.0,913.0,41.0,49.0,83.7,83.0,98.0,84.7,14.0,31.0,45.2,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,11.0,6.7,186.0,175.0,10.0,9.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,138.0,1.0,3.0,11.0,600.0,55.0,17.5,6.7,7.0,81.0,6.0,4.0,8.0,12,1.73,8.0,9.0,-1.0,-0.15,-0.18,8.1,10.4,-2.3,-0.34,-0.08,6.7,3.0,1,2.0,1.0,0.0,1.0,1.0,100.0,0.0,8.0,4.0,4.0,6,9,35.0,1.0
Budiga Roni,9.0,7.0,511.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.1,0.2,0.3,3.0,13.0,16.0,0.18,0.0,0.18,0.18,0.18,0.03,0.04,0.06,0.03,0.06,5.7,4,0,0,18,6,1,4,4,8,0.0,0.0,0,26.0,2.0,13.0,13.3,5.7,1,4,1,25.0,0.7,0.18,0.25,1.0,22.9,0.0,0,0,0.1,0.1,0.04,0.9,0.9,5.7,10.0,1.76,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.18,0.0,1.0,0.0,0.0,0.0,0.0,5.7,135.0,180.0,75.0,2004.0,507.0,76.0,88.0,86.4,49.0,60.0,81.7,7.0,13.0,53.8,0,0.2,0.2,-0.2,5.0,10.0,2.0,0.0,13.0,5.7,180.0,177.0,3.0,0.0,0.0,0.0,4,3.0,0.0,0.0,0.0,0.0,135.0,0.0,11.0,9.0,511.0,57.0,14.9,5.7,7.0,67.0,0.0,2.0,20.0,10,1.0,6.0,5.0,1.0,0.18,0.21,6.9,9.8,-2.8,-0.5,-0.27,5.7,11.0,8,5.0,5.0,1.0,2.0,15.0,13.3,13.0,8.0,4.0,4.0,4,15,3.0,0.0
Michel,7.0,5.0,525.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,5.8,1,0,0,6,10,1,14,7,6,0.0,1.0,0,31.0,9.0,5.0,64.3,5.8,0,3,0,0.0,0.51,0.0,0.0,,14.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,5.8,11.0,1.89,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,262.0,312.0,84.0,3899.0,1489.0,153.0,169.0,90.5,90.0,103.0,87.4,15.0,25.0,60.0,0,0.3,0.3,-0.3,5.0,14.0,3.0,2.0,20.0,5.8,312.0,263.0,48.0,2.0,0.0,0.0,14,46.0,0.0,0.0,0.0,0.0,262.0,1.0,6.0,7.0,525.0,75.0,15.4,5.8,5.0,87.0,4.0,2.0,45.0,26,0.43,3.0,7.0,-4.0,-0.69,-0.81,4.1,11.6,-7.4,-1.28,-1.19,5.8,8.0,6,7.0,0.0,1.0,4.0,6.0,66.7,2.0,0.0,0.0,0.0,7,15,16.0,0.0
Sidcley,9.0,5.0,509.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.6,16.0,20.0,51.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,5.7,0,0,0,7,10,1,23,11,4,0.0,0.0,0,34.0,1.0,5.0,16.7,5.7,0,2,0,0.0,0.35,0.0,0.0,,14.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,5.7,16.0,2.82,11.0,2.0,0.0,1.0,2.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,5.7,290.0,345.0,84.1,4810.0,1589.0,158.0,166.0,95.2,108.0,129.0,83.7,22.0,39.0,56.4,0,0.6,1.0,-0.6,10.0,17.0,10.0,5.0,20.0,5.7,345.0,284.0,60.0,9.0,1.0,0.0,23,43.0,8.0,0.0,7.0,1.0,290.0,1.0,7.0,9.0,509.0,57.0,14.9,5.7,5.0,86.0,4.0,4.0,20.0,7,0.89,7.0,10.0,-3.0,-0.53,-0.62,6.4,11.2,-4.8,-0.85,-0.68,5.7,6.0,4,3.0,2.0,1.0,3.0,12.0,25.0,9.0,4.0,1.0,3.0,11,17,11.0,0.0
Guilherme Camacho,20.0,4.0,573.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,10.0,43.0,11.0,0.0,0.31,0.31,0.0,0.31,0.06,0.11,0.17,0.06,0.17,6.4,2,0,0,24,2,0,2,9,14,0.0,0.0,0,35.0,6.0,7.0,46.2,6.4,0,8,2,25.0,1.26,0.31,0.0,0.0,22.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,6.4,15.0,2.36,13.0,1.0,0.0,1.0,0.0,0.0,2.0,0.31,2.0,0.0,0.0,0.0,0.0,0.0,6.4,353.0,408.0,86.5,6909.0,1836.0,134.0,148.0,90.5,160.0,179.0,89.4,56.0,68.0,82.4,2,0.7,0.7,1.3,6.0,40.0,2.0,0.0,43.0,6.4,408.0,403.0,5.0,4.0,0.0,2.0,2,1.0,0.0,0.0,0.0,0.0,353.0,0.0,4.0,20.0,573.0,29.0,16.8,6.4,4.0,73.0,1.0,16.0,18.0,16,1.85,12.0,7.0,5.0,0.79,0.94,9.7,8.1,1.5,0.24,0.62,6.4,24.0,14,16.0,6.0,2.0,9.0,15.0,60.0,6.0,17.0,4.0,13.0,9,33,9.0,0.0
Everaldo,13.0,4.0,488.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.8,21.0,5.0,38.0,0.37,0.0,0.37,0.37,0.37,0.13,0.02,0.15,0.13,0.15,5.4,2,0,0,11,10,1,8,2,8,0.0,1.0,0,18.0,2.0,13.0,13.3,5.4,2,14,4,28.6,2.58,0.74,0.14,0.5,23.1,0.0,0,0,0.7,0.7,0.05,1.3,1.3,5.4,12.0,2.21,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,96.0,127.0,75.6,1390.0,288.0,57.0,64.0,89.1,34.0,41.0,82.9,4.0,8.0,50.0,0,0.1,0.1,-0.1,3.0,6.0,1.0,0.0,5.0,5.4,127.0,122.0,5.0,0.0,0.0,0.0,8,5.0,0.0,0.0,0.0,0.0,96.0,0.0,7.0,13.0,488.0,38.0,14.3,5.4,4.0,63.0,0.0,9.0,26.0,13,1.46,9.0,8.0,1.0,0.18,0.22,7.7,8.7,-1.0,-0.19,0.1,5.4,8.0,8,5.0,3.0,0.0,3.0,11.0,27.3,8.0,3.0,0.0,3.0,2,10,2.0,0.0
Gustavo Mantuan,7.0,3.0,281.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.9,8.0,10.0,26.0,0.32,0.0,0.32,0.32,0.32,0.21,0.09,0.3,0.21,0.3,3.1,0,0,0,7,8,2,7,2,1,0.0,0.0,0,3.0,0.0,4.0,0.0,3.1,1,8,4,50.0,2.56,1.28,0.13,0.25,20.6,0.0,0,0,0.7,0.7,0.08,0.3,0.3,3.1,12.0,3.84,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,57.0,80.0,71.3,931.0,189.0,31.0,34.0,91.2,20.0,30.0,66.7,3.0,9.0,33.3,0,0.3,0.2,-0.3,6.0,7.0,2.0,0.0,10.0,3.1,80.0,73.0,7.0,1.0,0.0,3.0,7,1.0,2.0,1.0,0.0,0.0,57.0,0.0,3.0,7.0,281.0,40.0,8.2,3.1,3.0,70.0,0.0,4.0,18.0,2,0.86,4.0,5.0,-1.0,-0.32,-0.35,3.6,4.9,-1.3,-0.4,-0.14,3.1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,2,3,1.0,0.0
Walter,4.0,3.0,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,3.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.1,1.0,0.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,50.0,97.0,51.5,1807.0,1469.0,7.0,7.0,100.0,18.0,18.0,100.0,25.0,72.0,34.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,97.0,53.0,44.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,4.0,277.0,69.0,8.1,3.1,3.0,90.0,3.0,1.0,7.0,32,2.4,5.0,2.0,3.0,0.97,1.06,4.8,2.6,2.2,0.71,1.07,3.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,2.0,0.0
